Teks,Bintang,Tanggal
sangat baik,5,2025-10-20 10:40:56
GOOD,5,2025-10-20 10:27:17
bagus banget semua lagu ada tapi kok aku kadang gak bisa di pindahin kenapa ya,5,2025-10-20 10:27:10
lagunya seru dan menarik,5,2025-10-20 10:24:46
mntaps,5,2025-10-20 10:20:51
Spotify sekarang bayar terus males deh terus juga fitur sukai lagu ku ilang semua mengecewakan😔,1,2025-10-20 10:19:53
nice music,5,2025-10-20 10:14:36
bagus,5,2025-10-20 10:12:01
sangat bagus,5,2025-10-20 10:09:44
Bagus juga untuk putar lagu duka dh,5,2025-10-20 10:08:21
error mulu stres,1,2025-10-20 10:06:24
"Aduhhhh! ini aplikasi bagus aja,tapi kebanyakan IKLAN,saya puter di tv dapet 4 iklan dan itu harus menunggu beberapa menit,apalagi durasi yang lama, dan iklan yang itu itu aja, jadi tolong lah kurangin jadi 2 iklann saya juga mau mendengarkan lagu secara bebas iklan,spotify premium itu juga cukup mahal, jadi tolong lah kurangin iklan nyaa",2,2025-10-20 10:04:53
sippp,5,2025-10-20 10:01:45
woii apa ni Spotify knp mkin banyak iklanny si baru nyetel lagu eh udh iklan aja mana tiga lagi biasanya juga cuma satu/dua,5,2025-10-20 09:49:57
good,5,2025-10-20 09:46:17
untuk denger laguu asik2🥳🥳🥳,5,2025-10-20 09:28:57
saya suka mendengarkan musik,5,2025-10-20 09:11:17
Good,2,2025-10-20 09:09:46
kualitas gasyorrr🤟🤟,5,2025-10-20 09:04:19
keren,5,2025-10-20 08:54:47
lagu banyak yang bikin aku suka semua lagu nya,5,2025-10-20 08:54:02
gak bisa beli premium 🫨,1,2025-10-20 08:50:18
banyak lagu enak,5,2025-10-20 08:40:41
kebanyakan iklan,1,2025-10-20 08:29:39
enak bagus playlist random sesuai sama selera musik,5,2025-10-20 08:11:22
"jelekkkk iklan kebanyakan, iklan mulu!",1,2025-10-20 08:05:52
mantap,5,2025-10-20 08:05:02
lagu nya enak banget,5,2025-10-20 08:02:52
ok,5,2025-10-20 07:45:04
Bagus kok bisa sepuasnya,5,2025-10-20 07:35:10
keren,5,2025-10-20 07:33:28
bagus sekali,5,2025-10-20 07:32:07
baik,5,2025-10-20 07:21:29
bgus sekali,5,2025-10-20 07:08:51
spotify kok playlist lagu saya ilang semua?,1,2025-10-20 07:05:13
lagu lagunya menarik,5,2025-10-20 06:53:06
saya sudah download lagu tapi lagunya hilang semua,3,2025-10-20 06:52:38
Kebersihan P,5,2025-10-20 06:49:58
"gw ga bisa login,tolong di perbaiki",1,2025-10-20 06:45:18
suara jernih dan enak didengar,5,2025-10-20 06:38:52
karna aplikasi bagus untuk dapat merelakan semua luka bejirrr,5,2025-10-20 06:38:09
nice,5,2025-10-20 06:27:23
apk nya bagus banget,5,2025-10-20 06:25:53
Sangat bagus,5,2025-10-20 06:18:47
Iklan mengganggu,4,2025-10-20 06:17:04
aplikasi kebanyakan iklan. niat mutar lagu malah mutar iklan. ktl,1,2025-10-20 05:56:00
sukaaa bangettttt Tapiii banyak iklan sekarang😭,5,2025-10-20 05:52:36
apli kasi ini sangat bagus untuk main game dan dia tidak mati ketika hp mati,5,2025-10-20 05:51:44
gatau kenapa gabisa di sambungin ke bluetooth,1,2025-10-20 05:16:02
sangat bagus lagu nya bisa sambil main game lagi dan sangat bagus sekali lagu nya ada semua lagu disini jadi coba sekarang,5,2025-10-20 05:14:32
keren tpi banyak iklan,5,2025-10-20 05:14:21
🔥👍,5,2025-10-20 05:08:55
👍,1,2025-10-20 05:07:12
enak bgt aplikasi ini tanpa iklan pula bisa dengerin lagu yg bagus dan semua lagu ada di sini,5,2025-10-20 04:58:56
"iklannya sampai 3 kali ajg, mana ga bisa di skip",1,2025-10-20 04:55:25
senang dengan spotify karena menemani waktu senggang dan sangat menghibur,5,2025-10-20 04:53:49
sy terhibur dgn aplikasi ini,5,2025-10-20 04:49:42
baik dan enak didengarkan,5,2025-10-20 04:30:30
kakean iklan!,1,2025-10-20 04:07:36
bagus saat ini,5,2025-10-20 04:04:11
bagus sekali,5,2025-10-20 04:02:19
Banyak Banget Lagu Nya,5,2025-10-20 03:48:29
ini kenapa dah Kok premium nya gak mau di beli,4,2025-10-20 03:27:58
good mistah,5,2025-10-20 03:23:25
makin lama makin banyak iklannya malesin,2,2025-10-20 03:18:20
lancar all music ok,5,2025-10-20 03:15:37
👍👍👍👍,5,2025-10-20 03:08:27
jelekk,1,2025-10-20 03:07:18
mantap,5,2025-10-20 02:53:11
"Lagu,Prodcast semua ada dam lengkap",5,2025-10-20 02:20:18
aplikasi nya bagus,5,2025-10-20 02:01:07
zzzzzzzzzzzzztau artinya,2,2025-10-20 01:50:40
"Milih lagu aja ada batas nya ngentod, najis iklan 3 kali 30 detik, lebih tamak dari Yahudi kamuh anjink",1,2025-10-20 01:47:44
kerennn abis aplikasi ini tengkyu,5,2025-10-20 01:42:05
"muak bangett, baru putar satu lagu iklannya seribu nanti kalau iklannya udah di minimalisir baru aku kasih bintang 5",1,2025-10-20 01:30:02
"Jarak lagu sama iklan deket bangeettt, baru 2/3 lagu udh iklan, iklannya juga setelah di-update sekarang udh 3? 1 menitan lebih malah? menurut aku sebagai pelajar harga premiumnya lumayan pricey😣",3,2025-10-20 01:23:22
"lengkap , mencari lagu nya gk ribet",5,2025-10-20 01:07:49
kebanyakan iklan,1,2025-10-20 00:42:56
"banyak banget iklan yg di beri, bisa lebih banyak dari musik yg di play",1,2025-10-20 00:38:27
bagus,5,2025-10-20 00:31:16
bagus,5,2025-10-20 00:24:52
"iklan nya bener bener diluar nalar, muter 1 lagu, langsung 3iklan. sampah. wajib bener nyuruh beli premium.",1,2025-10-20 00:06:44
menurut saya pake Spotify sangat membantu perjalanan saya meskipun tanpa kuota,5,2025-10-19 23:50:44
"Mentang-mentang ga premium, tiap mutar satu lagu, dapat 3 iklan begitu terus, YouTube aja ga seambis ini.",1,2025-10-19 23:47:41
sumpah aplikasi ini keren sih knp baru tau sekarang ya knp gk dari dulu.lengkap liriknya mudah cari lagi nya jadi yg hobi karoke cocok ni pake aplikasi ini,5,2025-10-19 23:46:14
Aplikasi Ok,4,2025-10-19 23:35:01
suka banget semua lagu pasti ada di Spotify,5,2025-10-19 23:24:17
"semua lagu ada di sini tapi kalau iklan jangan lah dua minimal satu iklan saja,dan kalau premium pun masih ada iklan jangan lah gitu premium loh masa beriklan🙏",4,2025-10-19 23:17:00
"IKLAN NYA BANYAKIN LAGI MIN, BUAT APK YG ISINYA IKLAN SEMUA AJA GAUSAH ADA LAGU LAGI DI DALEMNYA!!!",1,2025-10-19 22:57:48
KKEERRREEENNN..👍👍,5,2025-10-19 22:57:01
hiburan bangrt,5,2025-10-19 22:52:20
iklan terossss,1,2025-10-19 22:52:07
jadi gampang mendengarkan musik,5,2025-10-19 22:34:48
pls diskon murahhhh,5,2025-10-19 22:27:57
semoga selalu bermanfaat untuk para penggemar,5,2025-10-19 22:17:46
jaringan bagus tapi ga bisa trus juga iklan nya dong tolong masa baru setel lagu satu iklan nya sampe 5 biasa nya 2 kalo iklan nya pendek ini panjang niat biar cepet tidur malah ga bisa tidur karna iklan nya terlalu banyak,2,2025-10-19 22:14:30
"pindah ke youtube aja, sportify skrg kayak maksa bnget nyuruh ke premium. iklannya ditambah plus durasinya yg lumayan lama",1,2025-10-19 21:29:54
"SEKALI LAGI KAMU SPAM IKLAN KE SAYA, SAYA AKAN BERHENTI MENGGUNAKAN SPOTIFY HA HA HA HA HA",1,2025-10-19 21:23:34
selalu gagal ketika ingin beli premium.,1,2025-10-19 19:48:19
"Spotify sekarang klannya gila'an ,,,3 sekaligus,, dari yg awal cuma 1, terus 2,eh sekarang 3,,, jadi,secara ga langsung , semakin maksa pengguna biasa beralih ke premium,,, sungguh mantap penjajahan era modern 👍",1,2025-10-19 19:47:34
aku kasih bintan4 dulu,4,2025-10-19 19:09:47
sangat menghibur,5,2025-10-19 18:35:20
nyaman sekali,5,2025-10-19 17:54:13
aplikasi kikir tloll anjgg gw sumpahin bangrut lu babi aminn,1,2025-10-19 17:28:36
very good,4,2025-10-19 17:25:24
good,5,2025-10-19 16:22:26
good,5,2025-10-19 16:18:45
bagus,5,2025-10-19 16:18:43
keren,5,2025-10-19 16:17:51
let's go the app is better now with triple ad,1,2025-10-19 16:09:59
kecewa,1,2025-10-19 16:07:57
BAGUS BANGET COY KALIAN HARUS DOWNLOAD INI SEKARANG!!!,5,2025-10-19 15:54:41
apaan sih jir iklan nya makin ga ngotak,1,2025-10-19 15:42:54
tingkat kan,4,2025-10-19 15:38:55
"good aplikasi, membuat hidup lebih semangat dan berwarna",5,2025-10-19 15:34:33
"iklannya kurangin dong, mentang mentang udh sering prmium sekali coba gratis iklanya di banyakiin",3,2025-10-19 15:31:06
bagussss aku sukaaa,5,2025-10-19 15:30:59
mantul aplikasinya,5,2025-10-19 15:28:14
aplikasi ini sangat mantap saya suka sekali,5,2025-10-19 15:25:11
konyol iklan banyak amat tol,1,2025-10-19 14:59:33
gabisa berlangganan dc terus,1,2025-10-19 14:45:59
Premium nya sungguh merepotkan,1,2025-10-19 14:41:47
bagus banget apl nya,5,2025-10-19 14:25:21
Iklan terus,1,2025-10-19 14:18:04
"se anti itukah sama orang yang ga premium ? , sampai dibuat 3 iklan loh, lama kelamaan juga bakal lebih sering dengerin iklannya daripada lagunya",1,2025-10-19 14:15:25
keren,5,2025-10-19 14:13:42
lengkappp,4,2025-10-19 14:07:28
tolong developer nya turunin harga spotify premium nya dong,5,2025-10-19 14:05:46
sangat puas,5,2025-10-19 14:04:09
"semenjak di update sportiff makin banyak premium gaseru ,katanya gratis mana bayar , mengecewakan 😓😓😓",2,2025-10-19 13:52:39
menyeru kan hati,1,2025-10-19 13:50:26
"2 menit iklan. gak enak banget pengen denger musik malah denger orang ngebacot.(Iklanya gak menarik) (Kamu tahu musik yang kamu denger itu itu aja?, Ya jelas lah kocak kan udah di bikin playlist) apalah",3,2025-10-19 13:33:35
bgs banget aku rekomen bangt buat aplikasi music ini soalnya ad hindia dia idola aku sampee.. dompet aku aja ada hindia Jadi ayo.. donlot!!,5,2025-10-19 13:26:38
sangat Puass,5,2025-10-19 13:25:40
aplikasi bagus,5,2025-10-19 13:24:14
kurang lengkap lagu 90an nya,4,2025-10-19 13:17:51
musik lengkap di sini,5,2025-10-19 13:11:54
"aplikasi nya jelek sekali, 2 lagi lanjut 3 iklan, siklus nya seperti itu terus membuat pengguna biasa yang tidak premium sangat tidak nyaman, aplikasi ini sungguh memaksa kita untuk jadi user premium, not recommended 👎👎👎",1,2025-10-19 13:07:36
bagussss,5,2025-10-19 12:58:20
saya sangat terkesan dengan aplikasi ini karna bisa mendengarkan lagu tanpa hambatan!,5,2025-10-19 12:50:43
banyak iklan,1,2025-10-19 12:50:33
asik,5,2025-10-19 12:45:09
Mau liat lirik aja harus premium,5,2025-10-19 12:40:25
kerennn bangett,5,2025-10-19 12:31:48
bagus aplikasinya bisa nyalain pas lagi main game😄😄😄😄😄,5,2025-10-19 12:26:31
kalau gratis lagunya acak,4,2025-10-19 12:21:58
aplikasinya bagus bisa mendengarkan lagu juga saat tidak di aplikasi tapi ketika saya mendengarkan lagu di playlist lagu yang disukai malah habis lagu yg di playlistnya malah pindah ke lagu yg di rekomendasikan tolong di perbaiki mohon🙏,3,2025-10-19 12:19:51
Aplikasinya sudah bagus enak deh bisa denger denger lagu ini aplikasi terfavorit saya,5,2025-10-19 12:16:41
"sukaa banget, tapi iklan nya ganggu banget plisss karna ga bisa tiap bulan langganan premium lagi asik denger lagu iklan tu rasanyaa huaah",5,2025-10-19 12:13:21
iklan makin banyak harus premium biar ga ada iklan ga kaya dulu,1,2025-10-19 12:08:49
bagusd,5,2025-10-19 12:05:32
bagus,5,2025-10-19 11:55:49
karna harus premium,3,2025-10-19 11:39:47
baguuuuusss,5,2025-10-19 11:37:48
lagu nya mantap dan bagus,5,2025-10-19 11:32:54
terlalu banyak iklan,3,2025-10-19 11:28:55
iklan nya makin banyak dah,5,2025-10-19 11:21:46
bagus banget,5,2025-10-19 11:19:56
"semuanya udah bagus, tp iklannya gk ngotak busettt terus ini kenapa lirik lagunya nggak bisa di tinjau ya, pas dipencet (tampilkan lirik) jadi kosong nggak ada tulisan. tolong ini gimanaa🥲🥲",3,2025-10-19 11:17:25
bagus mantap di sertai lagu yang penuh kenangan,5,2025-10-19 11:14:51
aplikasi nya bagus cuma harus bayar premium walaupun di yg di sukai tetap harus bayar premiun,3,2025-10-19 11:06:15
tidak bisa putar 1 lagu secara terus menerus atau ulangi 1 lagu secara terus menerus,1,2025-10-19 11:03:47
bagus tapi iklan nya banyak banget,4,2025-10-19 11:00:27
bagus terus Upgrade untuk lagu baru,5,2025-10-19 10:56:56
enak banget di dengar,4,2025-10-19 10:48:36
HH Oei Uee empat eue6,5,2025-10-19 10:44:24
Aplikasi ini gg parah sih kalian wajib donloid dou haha,5,2025-10-19 10:43:26
sangatt sangatt akuu sukaaaa,5,2025-10-19 10:34:53
kren,5,2025-10-19 10:30:06
"benci bgt, pgn dngrin lagu aja pake byk iklan, tentang premium smw lgi, sm aj pemaksaan biar pendengar lgu hrs byr, org jg pgn kli dgrin tnpa byk iklan dan melikmati",2,2025-10-19 10:24:14
"mentang mentang ga permium ,setiap gua denger satu lagu abistuh iklan 😡😡 ,denger lagu 1x iklannya 2x",2,2025-10-19 10:15:40
"menurut saya aplikasi ini sangat berguna untuk keseharian saya, seringnya saya mendengar lagu sembari menulis. apapun jenis lagu ada di spotify, dan berkat spotify tulisan saya lebih nge-feel. saya beri rating 5 untuk aplikasi ini, Terima kasih telah menciptakan aplikasi sebagus spotify. 🙆🏻‍♀️🌷",5,2025-10-19 10:06:37
karena ada monolog aku suka monolog,5,2025-10-19 09:54:57
😭5,5,2025-10-19 09:39:35
👍🏼,5,2025-10-19 09:35:35
"jelek,banyak di iklan,iklan udah lebih dari 30 detik,datang nya beruntun pula",1,2025-10-19 09:32:13
kebanyakan iklan sekarang,3,2025-10-19 09:28:26
download lagu harus banget premium?,3,2025-10-19 09:21:33
asik sihh tapi kurangnya ada iklan,4,2025-10-19 09:14:00
menghilangkan rasa stress.,5,2025-10-19 09:11:38
bagus,5,2025-10-19 09:09:41
"ini aplikasi t ada SM sp layar jadi klo mw denger lagu harus buka play store dlu jadi bikin buang"" waktu jadi gw agak pmls ba buka play store",2,2025-10-19 09:06:27
mantap,5,2025-10-19 09:05:23
lima bintang memang pantas untuk aplikasi ini.. 😀😀😀,5,2025-10-19 09:05:01
ini EMG bagus tapi bintang 5 nya eror,1,2025-10-19 09:03:54
bagus,5,2025-10-19 08:59:27
saya kasih 5 bintang tp tolang bantu saya jg iklannya kurangin dong termasuk durasinya ya,5,2025-10-19 08:54:25
iklan babi,1,2025-10-19 08:52:56
SPOTIFY PALING MANTEP DEHHH,5,2025-10-19 08:47:09
aku suka,5,2025-10-19 08:45:33
pass,5,2025-10-19 08:42:56
bagus. tapi dikit dikit berbayar,4,2025-10-19 08:39:20
makin kesini jdi berbayar,4,2025-10-19 08:37:38
great but i cannot listen to audio files,4,2025-10-19 08:32:11
suka:),5,2025-10-19 08:21:37
good,5,2025-10-19 08:03:53
bagus,5,2025-10-19 07:54:51
bagusss,5,2025-10-19 07:53:52
gtw rate aja wkwk,5,2025-10-19 07:53:31
"Sebenarnya seru, tapi semenjak aku update part nyanyi favorit ku jadi gak bisa diulang. Maksudnya jika part nya udah terlewat maka gak bisa lagi di mundurin",3,2025-10-19 07:46:26
bagus,5,2025-10-19 07:44:28
akhirnya aku bisa mendengar kan artist kesukaan ku 21 savage,5,2025-10-19 07:37:52
"BAGUS BANGETT cuman kadang' ngelek,trus lirik lagu nya udh bener semua BAGUS BANGET POKOKNYA!!",5,2025-10-19 07:30:43
baguss banget,5,2025-10-19 07:27:28
seru dan nyaman,5,2025-10-19 07:26:48
bagus,5,2025-10-19 07:22:33
mantab buat koleksi lagu dan buat mendengar kan nya,5,2025-10-19 07:16:20
"banyak amat iklan nya, baru juga 1 lagu udah iklan aja",2,2025-10-19 07:06:07
top,5,2025-10-19 07:04:45
"jujur suka bgt dengerin lagu di spotify, tp ko sekarang gini? 😭, masa mau ganti lagu sesuai mau kita aja harus premium dulu, kalau nggak ya nungguin ganti sendiri, AAA KOK GINI SII, balikin yg dulu pls, masa mau ganti lagu sesuai yg kita pengen ga bisa..",3,2025-10-19 06:32:42
Sangatt bagusssss,5,2025-10-19 06:25:30
sangat bagus 😁😁😁,5,2025-10-19 06:15:12
gbs beli paket premium 👎👎👎👎,1,2025-10-19 06:10:58
saya klo lagi masak ataupun lagi nyuci piring saya suka banget dengerin nya sampai saya radak hafal semua lagu ini,5,2025-10-19 06:04:26
iklannya gak NGOTAK ANJINK,1,2025-10-19 05:38:05
asik bagus banget apk nya🥰😘😍🤩,5,2025-10-19 05:32:34
sangat bagus tapi banyak iklan tolong iklan dikurangi,5,2025-10-19 05:32:02
"aplikasi ini bagus banget semua lagu lengkap di sini,debest deh pokok nya",5,2025-10-19 05:31:35
bagus....untuk kwalitas suara tolong ada peningkatan,5,2025-10-19 05:29:40
bagus tpi ada iklan,5,2025-10-19 05:26:28
sangat Bagus 🔥🔥,5,2025-10-19 05:13:43
baguss tp kadang iklanny suka nakutin,5,2025-10-19 05:11:29
Semua harus bayar,1,2025-10-19 05:10:28
sangat bagus,5,2025-10-19 05:08:22
"sekarang iklan nya terlalu banyakk, masa baru dengar 1/2 lagu udah iklan? mana iklan nya 1 menit lagi... jadi males mau denger² lagu di sini",1,2025-10-19 05:02:17
lagu nya seru banget,5,2025-10-19 04:58:52
ini sangat lah enek saat mendengar nya di karna saat mendengar nya enak dah gratis pulaa tapi sayang nya jibkalo di hp saya susah saat memuat ntah karena ruang tidak cukup memuat apa katre hp nya hengg,5,2025-10-19 04:58:28
bagusss,5,2025-10-19 04:56:35
"NIII BAGUSSS BGTTT,SUKAAA DEWHHH APALAGII WKTU PERGI' TRUSS DENGERR LAGII DARII SPOTIFY😋😋😋",4,2025-10-19 04:50:05
tingkatkan kembali,5,2025-10-19 04:49:13
suka banget,5,2025-10-19 04:35:53
dah,5,2025-10-19 04:29:31
good,5,2025-10-19 04:29:01
ini apk bagus banget,5,2025-10-19 04:17:17
"aplikasi ini bagus, saya beri 3 bintang, namun karna saya adalah cules jadi saya ingin memberinya 5 bintang",5,2025-10-19 04:17:02
"aplikasi nya memudahkan saya saat mau mendengar musik luar negeri, dan musik yang lagi nge-hits pun juga ada, sangat bervariasi sekali, dan apk nya sangat begitu bagus, bahkan sampe sekarang saya masih menggunakannya❤️",5,2025-10-19 04:03:42
"Aplikasinya jelek,banyak iklan,spotify sekarang makin pelit ihh perasaanku dulu kagak pelit pelit amat dah,apa2 harus premium,mau denger lagu dibatasi,pokoknya gak bebaslahh denger lagu di sini,pasti ada aja premium premium premium,dan iklannya kalo bisa di dikitin lah bnyk banget, kadang ngerasa bagusan update dulu dehh dari pada yg sekarang😱😵😴",1,2025-10-19 04:02:47
goodd,5,2025-10-19 04:01:26
sering denger lagu galau,5,2025-10-19 04:00:48
"spotify, lu yg bener aja, masak dengerin lagu biasa doang dikasih limit batas harian,pelit banget woiii astagaaa,bayangin nih ya gw mencet lagu one bended knee, malah gk bisa, malah disuruh langganan dulu bjrrr, sekikir itu kah? trus untuk skip lagu lain pun dikasih batas limit juga, makin naik makin pelit bjr, tolong klarif ny cs spotify",5,2025-10-19 03:52:45
bagus,5,2025-10-19 03:44:44
aku suka aplikasi ini kalau HP nya mati masi di putar lagu,5,2025-10-19 03:32:01
bagus tapi tolong jangan ada iklan,5,2025-10-19 03:24:56
coba dulu ... ys min,4,2025-10-19 03:16:32
pembuat berhenti update lah soalnya aku download di mod,1,2025-10-19 02:48:28
bagus banget tolong diperbaiki,5,2025-10-19 02:45:08
bisa dengerin lagu dimana aja tapi harus pakai wifi,4,2025-10-19 02:44:24
memperbaiki suasana hati,5,2025-10-19 02:42:41
Good 👍♥️,5,2025-10-19 02:38:11
okeylah bagus cuma plis tiba tiba ke ganti lagu yang lain coba,3,2025-10-19 02:31:50
"najis bgt iklannya, sekali iklan suka dapet 3-4 iklan.",3,2025-10-19 02:23:43
"gila ya, ilkannya bisa sampe 3 kali lebih",2,2025-10-19 02:22:16
sangat baguss aku suka semua ny lengkap disini terimakasih yg sudah bikin aplikasi ini😇😘🥰,5,2025-10-19 02:16:27
sangat bagus sekali bisa menghibur,5,2025-10-19 01:46:09
good,5,2025-10-19 01:44:03
bagus,3,2025-10-19 01:41:12
kebanyakan iklan,4,2025-10-19 01:35:37
"kayaknya aplikasi musik satu ini semakin lama semakin menjadi kikir. masa mau putar lagu saja harus premium, jadi saran saya kembalikan spotify yang seperti dulu lagi dan kurang kurangin sifat kikir nya karena sesungguhnya Rasulullah SAW pernah bersabda: ""Tidak akan masuk surga orang yang menipu, bakhil, dan orang yang berbuat buruk kepada budaknya,"" diriwayatkan oleh At Tirmidzi",1,2025-10-19 01:28:11
"Kenapa ya setiap mau peoses pembayaran premium selalu muncul ""tidak dapat menghubung"" pdhl koneksi dan pengaturan aman2 aja. Mohon solusinya dong spotify",4,2025-10-19 01:28:08
kikir,1,2025-10-19 01:22:07
terlalu banyak iklan,1,2025-10-19 00:56:50
keren,5,2025-10-19 00:51:23
suara music bagus dan mudah di temukan,5,2025-10-19 00:47:17
sangat berguna engga ada iklan jdi nikmatin lagu yang di putar sangat bagus,5,2025-10-19 00:44:37
"aplikasinya udah bagus,terus mudah di gunakan,tapi bisa kurangin iklan nya gak?,itu sangat menggangu",4,2025-10-19 00:40:25
👌mantap,5,2025-10-19 00:32:53
kerana aplikasi ini sangat baguss,5,2025-10-19 00:31:56
good,5,2025-10-19 00:26:26
saya kasih bintang 4 karena bnyak sekali iklan nya karena harus ke premium dulu jika tdk mau ada iklan nya dan itu harus menggunakan pembayaran,4,2025-10-19 00:13:39
aplikasinya bagus dan lagunya enak enak buat di denger,5,2025-10-19 00:06:50
"bagus banget si menurut ku , enak banget lagu lagu nya lengkap juga lagi nya tinggal cari aja",5,2025-10-19 00:02:41
aplikasi ini sangat bermanfaat untuk saya trimakasih yang sudah menciptakan sporty,5,2025-10-18 23:50:51
